"XGB","SVM","RF","label"
0.00611168146133423,0.000361106703885228,0.046,"Drowsy"
0.00760602951049805,0.00399769985606135,0.01,"Drowsy"
0.996355374110863,0.99931220932426,0.992,"Natural"
0.0381336212158203,0.0154164581967934,0.19,"Drowsy"
0.999681394459913,0.999888577189715,1,"Natural"
0.975462609902024,0.995532472296451,0.918,"Natural"
0.992354849819094,0.997786682048382,0.994,"Natural"
0.00153285264968872,0.012187170717194,0.004,"Drowsy"
0.00655156373977661,0.015317488697678,0.034,"Drowsy"
0.0152460336685181,0.0153783718659556,0.136,"Drowsy"
0.889249987900257,0.988904375466728,0.792,"Natural"
0.997790832538158,0.995996051323922,0.95,"Natural"
0.00669014453887939,0.00237334815198986,0.016,"Drowsy"
0.0238216519355774,0.0520460268607016,0.184,"Drowsy"
0.999853292407352,0.999982039902101,0.996,"Natural"
0.944703161716461,0.997063945131963,0.806,"Natural"
0.0529317259788513,0.0430836465565969,0.144,"Drowsy"
0.998812817852013,0.999954904487101,0.99,"Natural"
0.0161504745483398,0.0243503841299094,0.076,"Drowsy"
0.999099342268892,0.999884476044304,0.852,"Natural"
0.0162472724914551,0.0153706055492446,0.06,"Drowsy"
0.999111485492904,0.999722821637097,0.854,"Natural"
0.981156492605805,0.988903838471362,0.862,"Natural"
0.0114626884460449,0.0153815493151438,0.156,"Drowsy"
0.00841403007507324,0.0137692134405717,0.016,"Drowsy"
0.999545651400695,0.999947469052514,0.992,"Natural"
0.9016502648592,0.840250555793954,0.844,"Natural"
0.999777577075292,0.995477587903222,0.972,"Natural"
0.00393956899642944,0.0121805156227852,0.122,"Drowsy"
0.0799503326416016,0.20490481843963,0.168,"Drowsy"
0.0132298469543457,0.0153904994712554,0.084,"Drowsy"
0.99960370597546,0.998624239353622,0.94,"Natural"
0.0140873789787292,0.0153138347745005,0.142,"Drowsy"
0.969344325363636,0.979759256024207,0.868,"Natural"
0.00785613059997559,0.0143593352139781,0.188,"Drowsy"
0.985941019840539,0.994364902227055,0.91,"Natural"
0.998337686061859,0.999782223274613,0.962,"Natural"
0.880038887262344,0.834542573128752,0.894,"Natural"
0.998182374285534,0.9969817080377,0.984,"Natural"
0.998900845996104,0.999893135749174,0.998,"Natural"
7.61747360229492e-05,0.000249797067491841,0.194,"Drowsy"
0.998469068319537,0.999781557522952,0.982,"Natural"
0.0138635635375977,0.00961236496760709,0.05,"Drowsy"
0.889335826039314,0.761498382353751,0.876,"Natural"
0.974299449473619,0.992466152640418,0.83,"Natural"
0.991647907532752,0.990427332670535,0.842,"Natural"
0.958382572978735,0.848673483635232,0.808,"Natural"
0.992207229603082,0.996271163939431,0.946,"Natural"
0.999693663179642,0.999042613597206,0.986,"Natural"
0.0021049976348877,0.0146776916306464,0.146,"Drowsy"
0.950073342770338,0.988925134906749,0.846,"Natural"
0.126257479190826,0.0154047411928323,0.112,"Drowsy"
0.998295582598075,0.999152549596189,0.982,"Natural"
0.00417155027389526,0.00915178030032993,0.078,"Drowsy"
0.998348988941871,0.999772670009057,0.988,"Natural"
0.996652094414458,0.993935394838226,0.942,"Natural"
0.0073235034942627,0.00131372406141717,0.094,"Drowsy"
0.970351090654731,0.878822103666414,0.876,"Natural"
0.999920407637546,0.999972458704471,0.976,"Natural"
0.967333361506462,0.998511187968147,0.876,"Natural"
0.00489956140518188,0.00326687794908065,0.142,"Drowsy"
0.985293858684599,0.995446461596183,0.932,"Natural"
0.00648766756057739,0.00683423261303762,0.008,"Drowsy"
0.00314438343048096,0.0016285170201974,0.03,"Drowsy"
0.999206437612884,0.999875641038391,0.988,"Natural"
0.0216354727745056,0.0137876856437329,0.118,"Drowsy"
0.999795372365043,0.993649863452523,0.922,"Natural"
0.997172707226127,0.999523121132104,0.918,"Natural"
0.997161311330274,0.995174900056434,0.948,"Natural"
0.0794450044631958,0.0187925160464191,0.152,"Drowsy"
0.00430697202682495,0.00601685530353457,0.076,"Drowsy"
0.997571194311604,0.988901542716926,0.94,"Natural"
0.995065052527934,0.992045573215284,0.848,"Natural"
0.921811670064926,0.920420891396474,0.776,"Natural"
0.969344593584538,0.992109402415343,0.838,"Natural"
0.00740909576416016,0.0100124443575206,0.036,"Drowsy"
0.965710498392582,0.999210241581912,0.846,"Natural"
0.00889694690704346,0.00858352534899987,0.066,"Drowsy"
0.999576836940832,0.996835914703131,0.994,"Natural"
0.994784116744995,0.994513356491588,0.906,"Natural"
0.000549972057342529,0.000678855231106779,0.202,"Drowsy"
0.00441014766693115,0.001565580452356,0.06,"Drowsy"
0.998278509825468,0.998824359969913,0.97,"Natural"
0.0216373205184937,0.0153809356078423,0.12,"Drowsy"
0.0206466317176819,0.0153868731466325,0.156,"Drowsy"
0.0024181604385376,0.0150938252512068,0.022,"Drowsy"
0.971496321260929,0.998622040659424,0.878,"Natural"
0.115426123142242,0.0768756576088618,0.2,"Drowsy"
0.988579050637782,0.988917537283046,0.85,"Natural"
0.998821407672949,0.998961998864068,0.99,"Natural"
0.00289732217788696,0.0136894103842237,0.028,"Drowsy"
0.996748062083498,0.993138642709485,0.948,"Natural"
0.00192821025848389,0.0039811240155494,0.012,"Drowsy"
0.00672107934951782,0.0131488493043661,0.008,"Drowsy"
0.00175678730010986,0.00436111794969274,0.022,"Drowsy"
0.996750605059788,0.992171354124912,0.962,"Natural"
0.937168978154659,0.917269076899999,0.82,"Natural"
0.0046125054359436,0.0041983724311988,0.052,"Drowsy"
0.0085713267326355,0.0158901705536767,0.1,"Drowsy"
0.99984529534413,0.999955364332324,0.996,"Natural"
0.998126938124187,0.998221408644629,0.96,"Natural"
0.0085492730140686,0.00865662323992877,0.17,"Drowsy"
0.994633913040161,0.999271912263733,0.98,"Natural"
0.967762429267168,0.988903405497544,0.788,"Natural"
0.936601132154465,0.942948508850182,0.802,"Natural"
0.98387054912746,0.993005388854018,0.806,"Natural"
0.936651229858398,0.985015382732235,0.788,"Natural"
0.964274849742651,0.997292602017826,0.908,"Natural"
0.0257440209388733,0.0308426934283451,0.124,"Drowsy"
0.998644982348196,0.994562852676534,0.954,"Natural"
0.00346148014068604,0.00612645216538565,0.006,"Drowsy"
0.00721502304077148,0.00494449779296946,0.124,"Drowsy"
0.989812980405986,0.99647683863475,0.884,"Natural"
0.965593453496695,0.971680525099849,0.88,"Natural"
0.998444568482228,0.999676325614726,0.958,"Natural"
0.0132343769073486,0.0154230265311279,0.158,"Drowsy"
0.99566208338365,0.995401258697481,0.93,"Natural"
0.0036461353302002,0.00276515635383057,0,"Drowsy"
0.00389742851257324,0.0120003621628965,0.016,"Drowsy"
0.998433466185816,0.999524563712997,0.988,"Natural"
0.00242739915847778,0.0128029138397269,0.046,"Drowsy"
0.998768100864254,0.991428151704683,0.96,"Natural"
0.995722222141922,0.994976450596892,0.906,"Natural"
0.109884083271027,0.343911754971291,0.172,"Drowsy"
0.00363433361053467,0.00749034066727317,0.02,"Drowsy"
0.984958318062127,0.984941606069231,0.84,"Natural"
0.00124621391296387,0.00339008108615302,0.066,"Drowsy"
0.0130352973937988,0.0141123653404246,0.032,"Drowsy"
0.998004813678563,0.997584190943946,0.99,"Natural"
0.000155091285705566,0.00033695407062484,0.062,"Drowsy"
0.999409149109852,0.993886256553631,0.982,"Natural"
0.013243556022644,0.0154268555526202,0.126,"Drowsy"
0.994952737819403,0.997701748767675,0.982,"Natural"
0.997601164737716,0.99649263921305,0.952,"Natural"
0.0740583539009094,0.199339850373863,0.182,"Drowsy"
0.992618440650403,0.995908898140584,0.876,"Natural"
0.000920653343200684,0.0128702941332312,0.01,"Drowsy"
0.0322210788726807,0.0598978701405635,0.166,"Drowsy"
0.00897061824798584,0.00101825984201409,0.094,"Drowsy"
0.107316374778748,0.163412296247435,0.146,"Drowsy"
0.980425197631121,0.995878913381979,0.892,"Natural"
0.00916117429733276,0.0154054562804212,0.132,"Drowsy"
0.00480097532272339,0.00758358720059471,0.068,"Drowsy"
0.998024748638272,0.995039016281433,0.972,"Natural"
0.0530797839164734,0.0166066118214945,0.098,"Drowsy"
0.0175398588180542,0.0154035729861894,0.078,"Drowsy"
0.999106719915289,0.999562012889884,0.886,"Natural"
0.167391240596771,0.816899411170482,0.186,"Drowsy"
0.996116312919185,0.997636028930193,0.922,"Natural"
0.00665777921676636,0.00193954547240183,0.06,"Drowsy"
0.997803688747808,0.999383202512756,0.992,"Natural"
0.99983749758394,0.999697939665432,0.97,"Natural"
0.98581482283771,0.998681276844228,0.816,"Natural"
0.0101314783096313,0.0145278179785709,0.056,"Drowsy"
0.995963874273002,0.994662511232377,0.888,"Natural"
0.998023775406182,0.99804789418539,0.994,"Natural"
0.0405681729316711,0.0133051288362454,0.214,"Drowsy"
0.994803685229272,0.998516613490425,0.884,"Natural"
0.998909556539729,0.999910894804962,0.992,"Natural"
0.00726741552352905,0.0122278284529342,0.062,"Drowsy"
0.00574642419815063,0.0153785967532746,0.056,"Drowsy"
0.999395947321318,0.999770903410705,0.918,"Natural"
0.00308418273925781,0.00860408843531446,0.022,"Drowsy"
0.00360935926437378,0.0140696670921916,0.052,"Drowsy"
0.981902036815882,0.995300587227852,0.92,"Natural"
0.0817304849624634,0.113072420379325,0.18,"Drowsy"
0.00814801454544067,0.015972210856528,0.046,"Drowsy"
0.00552421808242798,0.0126684540168766,0.18,"Drowsy"
0.989854860119522,0.988899537407903,0.898,"Natural"
0.982112485915422,0.937937953913226,0.828,"Natural"
0.963599801063538,0.978231720006491,0.828,"Natural"
0.00539618730545044,0.0148180116103211,0.086,"Drowsy"
0.0129804611206055,0.0154009105090966,0.06,"Drowsy"
0.998738645925187,0.999286564991407,0.958,"Natural"
0.00401496887207031,0.00193628682106906,0.034,"Drowsy"
0.990877212025225,0.99938601946796,0.962,"Natural"
0.00798332691192627,0.0153827158843215,0.104,"Drowsy"
0.00912290811538696,0.0144174458919868,0.106,"Drowsy"
0.00635999441146851,0.00804442174094244,0.02,"Drowsy"
0.986700086854398,0.985666205934568,0.9,"Natural"
0.0204794406890869,0.0392587308140993,0.176,"Drowsy"
0.01628178358078,0.0116654566453903,0.064,"Drowsy"
0.0233780741691589,0.00979821631627087,0.168,"Drowsy"
0.999882643474848,0.999972014291747,0.99,"Natural"
0.998179159243591,0.998771668441602,0.998,"Natural"
3.48091125488281e-05,2.3758514435368e-05,0.112,"Drowsy"
0.0052754282951355,0.0106091944711354,0.016,"Drowsy"
0.999897299989243,0.999957483478087,0.978,"Natural"
0.00711506605148315,0.0145948263243595,0.108,"Drowsy"
0.999521235644352,0.999925328516903,0.98,"Natural"
0.997474532108754,0.999209143594191,0.988,"Natural"
0.938930869102478,0.976916291080585,0.802,"Natural"
0.00907689332962036,0.00906743968363466,0.068,"Drowsy"
0.994580458849669,0.997226552170791,0.96,"Natural"
0.00347769260406494,0.0101856906479704,0.062,"Drowsy"
0.00707626342773438,0.0143504278526876,0.06,"Drowsy"
0.95884420350194,0.988922344326965,0.82,"Natural"
0.0220152735710144,0.0217891091919007,0.142,"Drowsy"
0.991387534886599,0.993790830370694,0.934,"Natural"
0.99420724157244,0.998544769143191,0.834,"Natural"
0.994504370260984,0.995149439451345,0.802,"Natural"
0.00549155473709106,0.0119287425101471,0.052,"Drowsy"
0.999575810070382,0.99475713986098,0.852,"Natural"
0.00293296575546265,0.00305107625915835,0.006,"Drowsy"
0.051863968372345,0.00458576152977208,0.132,"Drowsy"
0.00937867164611816,0.0186289110051135,0.066,"Drowsy"
0.0237921476364136,0.00574513393120379,0.192,"Drowsy"
0.961444459855556,0.997597489990656,0.846,"Natural"
0.0467345714569092,0.342845403007624,0.188,"Drowsy"
0.0117254257202148,0.0117555499589095,0.12,"Drowsy"
0.999221539881546,0.999863534080976,0.986,"Natural"
0.0139478445053101,0.0148606996865268,0.076,"Drowsy"
0.0124736428260803,0.00550032529432454,0.16,"Drowsy"
0.0032622218132019,0.00204228839523413,0.012,"Drowsy"
0.00627017021179199,0.0153969782277161,0.098,"Drowsy"
0.997985935769975,0.99607908333725,0.954,"Natural"
0.999657033331459,0.999891580860905,0.988,"Natural"
0.0722616910934448,0.261798728697633,0.24,"Drowsy"
0.00471973419189453,0.0136367242226858,0.01,"Drowsy"
0.0409415364265442,0.0145468975657296,0.102,"Drowsy"
0.00488293170928955,0.0144044473264162,0.03,"Drowsy"
0.808537125587463,0.988495538013584,0.864,"Natural"
0.995260322932154,0.994578361539385,0.96,"Natural"
0.0604151487350464,0.0154033493552794,0.126,"Drowsy"
0.814480692148209,0.246355628809566,0.796,"Natural"
0.989845034666359,0.999242593103638,0.87,"Natural"
0.0033528208732605,0.0155812706984901,0.024,"Drowsy"
0.0298188924789429,0.0138839880492416,0.082,"Drowsy"
0.99994711695399,0.999980602998233,0.916,"Natural"
0.995250661857426,0.989567009789274,0.99,"Natural"
0.01142817735672,0.00345582762855179,0.07,"Drowsy"
0.00301855802536011,0.00488148451902426,0.074,"Drowsy"
0.00369668006896973,0.00165952210387943,0.012,"Drowsy"
0.00552785396575928,0.00835276182523204,0.138,"Drowsy"
0.999105683993548,0.993893584718914,0.978,"Natural"
0.00252336263656616,0.00240808686598604,0.008,"Drowsy"
0.00264430046081543,0.00667443695832792,0.056,"Drowsy"
0.963630229234695,0.794913173621688,0.782,"Natural"
0.00243085622787476,0.009465708745659,0.006,"Drowsy"
0.97176031395793,0.943776347315504,0.904,"Natural"
0.00471514463424683,0.0119079587210359,0.008,"Drowsy"
0.985693058930337,0.988903140079393,0.884,"Natural"
0.0440366268157959,0.0137021626221072,0.164,"Drowsy"
0.0192745327949524,0.000954327915082431,0.17,"Drowsy"
0.00627303123474121,0.0125746377858952,0.074,"Drowsy"
0.00459325313568115,0.0154001836207572,0.012,"Drowsy"
0.945197947323322,0.962177874079874,0.868,"Natural"
0.00363171100616455,0.00524481253688847,0.106,"Drowsy"
0.999815053975908,0.999946547116268,0.974,"Natural"
0.996760103153065,0.992485884955913,0.98,"Natural"
0.999361196532845,0.999893623073373,0.992,"Natural"
0.951777677983046,0.998391849727848,0.91,"Natural"
0.992000555619597,0.961730786736822,0.922,"Natural"
0.999524888553424,0.999964194240955,0.996,"Natural"
0.000227272510528564,0.00112256673753564,0.018,"Drowsy"
0.0309113264083862,0.0154036643713236,0.12,"Drowsy"
0.997082305839285,0.999486163503044,0.99,"Natural"
0.998784940806217,0.99805103800607,0.994,"Natural"
0.999569539999356,0.999896877549281,1,"Natural"
0.00157052278518677,0.0154140917051524,0.104,"Drowsy"
0.968960555270314,0.988907877385249,0.854,"Natural"
0.086610734462738,0.107799360996434,0.174,"Drowsy"
0.996780020417646,0.996817670565104,0.948,"Natural"
0.996722163632512,0.999568025238517,0.9,"Natural"
0.00131803750991821,0.00105535767453302,0.106,"Drowsy"
0.999921118505881,0.999987392962265,0.988,"Natural"
0.0008125901222229,0.000876882192669792,0.044,"Drowsy"
0.0131999254226685,0.011379858864502,0.096,"Drowsy"
0.0152627825737,0.00991492637261582,0.052,"Drowsy"
0.986548679880798,0.987357148322267,0.812,"Natural"
0.965325757861137,0.98619972072725,0.812,"Natural"
0.010607123374939,0.0141329976466186,0.074,"Drowsy"
0.997620150446892,0.999282773259668,0.976,"Natural"
0.00718718767166138,0.00941360889389564,0.096,"Drowsy"
0.997341599315405,0.993788178625409,0.956,"Natural"
0.99722271040082,0.994487997227902,0.946,"Natural"
0.999305005709175,0.998248138144666,0.94,"Natural"
0.99886202160269,0.998992285836638,0.86,"Natural"
0.999886349804001,0.999982529093568,1,"Natural"
0.999711949378252,0.999938134322391,0.95,"Natural"
0.997617149725556,0.994948736569265,0.968,"Natural"
0.0384816527366638,0.0154020387654819,0.226,"Drowsy"
0.01931232213974,0.0153907499718827,0.118,"Drowsy"
0.988272472284734,0.996385319792478,0.932,"Natural"
0.945120081305504,0.997705440360966,0.868,"Natural"
0.989989061839879,0.988928406198472,0.838,"Natural"
0.996706161415204,0.997217025044095,0.96,"Natural"
0.0385557413101196,0.0153868917987986,0.072,"Drowsy"
0.0081903338432312,0.01172239743915,0.042,"Drowsy"
0.997820768272504,0.996600693696624,0.988,"Natural"
0.00349533557891846,0.00283993039657027,0.134,"Drowsy"
0.0297006964683533,0.0154179941713966,0.176,"Drowsy"
0.00595873594284058,0.0131757524398655,0.01,"Drowsy"
0.0359006524085999,0.015412322756552,0.14,"Drowsy"
0.0044742226600647,0.0154008729073931,0.104,"Drowsy"
0.00591558218002319,0.0154406589154251,0.1,"Drowsy"
0.00202935934066772,0.0144596162571673,0.01,"Drowsy"
0.0115242004394531,0.0146697386492842,0.046,"Drowsy"
0.998830517521128,0.99594816297311,0.936,"Natural"
0.996470022946596,0.989081371774798,0.986,"Natural"
0.999616481771227,0.999975310070477,0.986,"Natural"
0.00194668769836426,0.00197714202398092,0.006,"Drowsy"
0.998074974748306,0.999429708294212,0.786,"Natural"
0.999699915671954,0.999952165580415,0.876,"Natural"
0.998527101008222,0.998154636806754,0.948,"Natural"
0.00105553865432739,0.00859361051195318,0.002,"Drowsy"
0.00556784868240356,0.0218797644339713,0.13,"Drowsy"
0.985191465355456,0.999720325979355,0.924,"Natural"
0.00423717498779297,0.00243700956798976,0.006,"Drowsy"
0.996405642945319,0.991631700900884,0.94,"Natural"
0.00108671188354492,0.00818002722444378,0.042,"Drowsy"
0.994442232418805,0.988906006371823,0.97,"Natural"
0.999334447085857,0.999928198023971,0.976,"Natural"
0.0677268505096436,0.0706745130584921,0.206,"Drowsy"
0.998965779086575,0.998404598212719,1,"Natural"
0.0637072920799255,0.341331051123374,0.24,"Drowsy"
0.0321873426437378,0.0134843365580712,0.17,"Drowsy"
0.00381618738174438,0.0026065969965412,0.2,"Drowsy"
0.0579812526702881,0.0153868717426523,0.192,"Drowsy"
0.00476980209350586,0.010940421893349,0.004,"Drowsy"
0.00648897886276245,0.0153800731906013,0.094,"Drowsy"
0.00287753343582153,0.00967253126491674,0.042,"Drowsy"
0.00892823934555054,0.00159926934485322,0.128,"Drowsy"
0.975910061970353,0.812990711228182,0.816,"Natural"
0.994324723258615,0.997245671572414,0.922,"Natural"
0.0137081146240234,0.00199737351072693,0.146,"Drowsy"
0.00476950407028198,0.0119316396680343,0.136,"Drowsy"
0.0511804223060608,0.291369482019154,0.196,"Drowsy"
0.999710415926529,0.999924021724036,0.994,"Natural"
0.997779551893473,0.998820729900875,0.842,"Natural"
0.954375419765711,0.905168422359652,0.848,"Natural"
0.00985366106033325,0.0153467801947367,0.16,"Drowsy"
0.00056833028793335,0.000404387814897378,0.11,"Drowsy"
0.932230919599533,0.661765836616861,0.8,"Natural"
0.0732238292694092,0.360076050733016,0.14,"Drowsy"
0.00199025869369507,0.007880198501096,0.032,"Drowsy"
0.998571339412592,0.992417220555838,0.892,"Natural"
0.00612103939056396,0.0123444986587781,0.008,"Drowsy"
0.807290121912956,0.722367690429812,0.854,"Natural"
0.0234690308570862,0.00344850191246293,0.042,"Drowsy"
0.986566677689552,0.991260632408318,0.906,"Natural"
0.997294594300911,0.99901605171364,0.996,"Natural"
0.959366995841265,0.997262545761473,0.87,"Natural"
0.0153393149375916,0.0153823309176359,0.188,"Drowsy"
0.998827656148933,0.992687376565795,0.992,"Natural"
0.00275719165802002,0.00938317401854716,0.046,"Drowsy"
0.961214315146208,0.9105453838232,0.778,"Natural"
0.971410473808646,0.988922858702422,0.912,"Natural"
0.00125265121459961,0.00444651874227608,0.038,"Drowsy"
0.0205176472663879,0.00575869758054437,0.192,"Drowsy"
0.998958987998776,0.998206214088182,0.994,"Natural"
0.994258699472994,0.992313659212045,0.908,"Natural"
0.983627513051033,0.986310380987068,0.942,"Natural"
0.0144119262695312,0.0206689399061523,0.222,"Drowsy"
0.986313651315868,0.997695449242215,0.938,"Natural"
0.00168442726135254,0.00856050824408616,0.082,"Drowsy"
0.994284020271152,0.99564233279777,0.95,"Natural"
0.996166415046901,0.991422035662194,0.936,"Natural"
0.998738736612722,0.999694278771435,0.948,"Natural"
0.00432968139648438,0.0132499509621151,0.01,"Drowsy"
0.0145236849784851,0.0153891828978696,0.05,"Drowsy"
0.944324806332588,0.892617081186277,0.85,"Natural"
0.0171410441398621,0.0154074070255389,0.128,"Drowsy"
0.925556316971779,0.873582924498953,0.742,"Natural"
0.0141959190368652,0.0190968940705822,0.108,"Drowsy"
0.00750786066055298,0.0166781787164664,0.088,"Drowsy"
0.00480228662490845,0.0018431112252143,0.056,"Drowsy"
0.0369611978530884,0.0153890882101413,0.186,"Drowsy"
0.00683289766311646,0.00248837769727916,0.032,"Drowsy"
0.022420346736908,0.0179038754711204,0.112,"Drowsy"
0.950874201953411,0.920585052326214,0.938,"Natural"
0.0177044868469238,0.0178034030048667,0.078,"Drowsy"
0.0247198343276978,0.0153983510014103,0.026,"Drowsy"
0.00368684530258179,0.00245202776674114,0.008,"Drowsy"
0.0407869219779968,0.0154108956939536,0.102,"Drowsy"
0.997936649946496,0.999886860441188,0.98,"Natural"
0.00890046358108521,0.0267380935214492,0.132,"Drowsy"
0.899266168475151,0.961350643879218,0.832,"Natural"
0.989343996159732,0.984412758306831,0.868,"Natural"
0.0165135860443115,0.0168999107121028,0.092,"Drowsy"
0.0120799541473389,0.0125988617412737,0.01,"Drowsy"
0.999895329041465,0.999915675158426,0.996,"Natural"
0.985494614578784,0.998628038532517,0.876,"Natural"
0.99397533852607,0.992879225784369,0.98,"Natural"
0.998076680814847,0.996179902960552,0.968,"Natural"
0.0108848810195923,0.0153941348021506,0.142,"Drowsy"
0.0864570736885071,0.501856022493823,0.218,"Drowsy"
0.0112931728363037,0.00489362336224797,0.082,"Drowsy"
0.0752407312393188,0.0154234999405113,0.164,"Drowsy"
0.985916244797409,0.994437003778953,0.93,"Natural"
0.993062967900187,0.999767485030657,0.89,"Natural"
0.996760260080919,0.990192726657666,0.978,"Natural"
0.00521856546401978,0.00334932511548736,0.002,"Drowsy"
0.00304317474365234,0.00166849095565713,0.01,"Drowsy"
0.00612771511077881,0.00378714616530929,0.05,"Drowsy"
0.998751856735907,0.99642574839017,0.888,"Natural"
0.997604585485533,0.999148615208129,0.984,"Natural"
0.00254875421524048,0.00074213540407142,0.13,"Drowsy"
0.954217873513699,0.973241647621133,0.894,"Natural"
0.000307798385620117,0.00100277700845053,0.104,"Drowsy"
0.870196983218193,0.978385028389896,0.886,"Natural"
0.0155713558197021,0.0153894599211651,0.11,"Drowsy"
0.999873079374083,0.999909057517674,0.998,"Natural"
0.00144118070602417,0.00599063937061262,0.028,"Drowsy"
0.978478372097015,0.999411219970976,0.84,"Natural"
0.93976167589426,0.966991161332607,0.766,"Natural"
0.101754784584045,0.116283122118331,0.168,"Drowsy"
0.00324016809463501,0.0144170433327798,0.004,"Drowsy"
0.990860429592431,0.997695345278112,0.88,"Natural"
0.916909776628017,0.608057321771237,0.944,"Natural"
0.950578603893518,0.994633001778303,0.866,"Natural"
0.0212650299072266,0.0174246996839534,0.132,"Drowsy"
0.0255611538887024,0.0154170103281248,0.022,"Drowsy"
0.0637515783309937,0.399384147826517,0.204,"Drowsy"
0.00476676225662231,0.00810528723893167,0.072,"Drowsy"
0.999731812917162,0.999559490269752,0.852,"Natural"
0.999749409063952,0.998890998498064,0.97,"Natural"
0.908962808549404,0.891413729452382,0.878,"Natural"
